,num,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,weight
1195,472664,472665,B005VOOL00,A1LHAXBM5GBJS2,Scooter McGavin,0,0,3,1335312000,Decent but Not Particularly Strong Coffee,"The first thing you will notice with Marley Coffee is it smells really good.  Unfortunately once you brew it is not as strong as I would like it, but still a serviceable coffee.  These are single pod coffee packages, individually wrapped to keep them fresh until you use them with fifteen per box.  And even though it does not mean anything for the overall taste, the packaging is attractive with a slit you can make at the bottom of the box to remove the pods (or just open the top normally is you like).  Just do not ask me what it has to do with Bob Marley.",2.3452707615094163e-05
368,53561,53562,B00176IKR6,AH3SD7ZCMWSH7,classic48,0,0,4,1326585600,Somewhat Expensive,"My doggy loves these treats, but cannot find them any longer in the pet store I usually shop in this type of container.  These were rather expensive for the size compared to the ones I bought at the pet store.",2.2533840194512107e-06
290,138593,138594,B002UQJPZS,A1JZJFPGT0LTJ7,"John C. Skaggs ""hoosier vet""",1,2,1,1266537600,"Price is a ripoff--only one bag, NOT bag(s)!!!","WHAT A RIPOFF! Over $10 for one bag, when they are only about $3 in the local grocery store, which is where I would have bought it if I was not disabled and cannot leave my home!! I read the ad wrong and thought it said 8 bags, (not sure if they MEANT to be deceptive or not),but it said 8.1 oz bags with an s after bag. Shipping was over $6 but got a promotional credit for it. Bottom line is I will NOT buy from this person again!!!<br /><br />PS: The Ritz Chips are EXCELLENT though and it is NOT their fault!!! Just check yourRitz Toasted Chips, Dairyland Cheddar, 8.1 oz (Pack 6) local store for them unless you are like me and cannot get out.",1.2193337560357022e-05
1210,560502,560503,B000CQID1K,A2EW5RPS75SHYL,Chuck,3,5,1,1275436800,Save your money,In May of 2010 I ordered a box of Slim Jims original flavor 100 count .28 oz.<br />I opened one up and took a bite expecting a really tasty snack but as hard as I tried I just couldn't chew it.<br />It was like shoe leather. After 2 minutes of chewing I spit it out. I packed up the box and sent it back.<br />Amazon was kind enough to refund my money.<br />Next time order the Jacks Links Original .5 oz X Sticks and you can't go wrong.<br />Chuck.<br />PS: Thanks to Amazon for there customer care.,1.2193337560357022e-05
41,248929,248930,B000F70R9C,A3A0QFVLBDEJDN,TJ,4,8,1,1221004800,Contains Artificial Flavors!,"After trying this tea at a friend's house I was smitten, so I immediately went home and ordered from Amazon.  The written description clearly states that there are no artificial flavors in it, so imagine my disappointment when I received the tea which does indeed have artificial flavors in it!!  To Amazon's credit they refunded my money immediately (there are no returns in the grocery department).  However, I would have rather saved myself the hassle of placing the order at all had I know that it contained artificial flavors.",1.2193337560357022e-05
565,368302,368303,B001SIY3O2,A1ACFO5TGECX9P,CreativeMax,2,6,1,1297555200,"seem old, not worth it","Bought this thinking it cheap and more convenient, but i was wrong. The meat in the package seem dried and old. The price was also higher comparing to my  local samsclub.<br /><br />I like it when the meat is more tender and moist. And this doesn't deliver that. 1 star.",1.2193337560357022e-05
703,22008,22009,B000KV61FC,AP2XB11SRN4B5,Flora,0,0,1,1294963200,Not a good toy for chewers,"I bought this item for my dog to play with. She was smart and can get out all the food in it. Initially I like it since it was entertaining for my dog. However, my dog quickly chewed open the rope - only the 3 time I used it.<br /><br />I think there is a problem with the design - it will be great if the rope can be replaced with some better material so it does not get chewed immediately.<br /><br />I asked some dog friends and they pointed out the same problemm. I would not recommend this item for dogs who chew. Well, most dogs chew, so...There are many other interactive toys that you can try.",1.2193337560357022e-05
1332,560134,560135,B006VRTQZG,A2T3P2JUC23ISH,"J. Reuskens ""John S R""",0,1,5,1301097600,Italian roast - just how i like it,"After years of drink the same old Folgers drip coffee a group of us decided to purchase a Keurig unit for our office.  When any one of us purchase a pack of K-Cups we often share with other so that we can find our favorite, and not spend on those that just are not up to par.  I enjoyed the flavor of the Italian roast, and the people that I shared it with said they did too.  So far, out of the ten or so K-Cup ""flavors"" that I have tried this is my favorite.  Being that it is a ""bold"" coffee - I can change the cup volume setting of my Keurig unit to alter the boldness...a larger setting yields a slightly less bold cup, and the smaller cup setting will increase the boldness of the taste.  Of course you can do this with any coffee, this coffee seems to fit the boldness range that i desire.",2.2533840194512107e-06
1414,396826,396827,B000E1HW0G,A333Q2TFYF0W1E,"L. M. Edwards ""Irish Nana""",2,3,1,1243296000,"I hate the ""new"" Catalina!",The new Catalina dressing is awful. The 1st time I bought it I thought it was bad & took it back to the store for a refund. I no longer buy Kraft dressings on a regular basis like I used to. Now I buy other brands as they go on sale. So much for Kraft caring what the public thinks. They might as well take this product off the shelves as it appears by these posts that they are not selling to many.,1.2193337560357022e-05
1038,261770,261771,B0009JJB6G,A2TILBAMEDW11X,Carrie Nichols,0,0,3,1334275200,dog didnt like it,"My dog loves peanut butter, but she really didnt like this particular treat.  I've given her Zuke's beef treats and she liked it very much, so thought would try peanut butter.  She tolerates one a day (I'm giving it to her for the glucomasine part) but thats it.  Will go back to beef after this bag runs out.  Just a heads up!  I still like Zukes' products tho!",2.3452707615094163e-05
935,457784,457785,B001CHJ01A,A3D1VJPIG9WBLV,Mary Anne B. Williams,0,1,4,1259107200,I'm really bummed now!!!,"I bought this coffee from the time it first came out. I loved it and so did my friends. But it was available in decaf and that's all I can drink because I have problems with caffeine. Gloria Jean has evidently discontinued the decaf and I am really bummed out because it was the only flavored coffee I bought. I keep getting notices to buy the caffinated coffee, though I contacted the company to find out if I could still find the decaf somewhere and I never got a response from the company. I guess they don't care about little ole me.",2.2533840194512107e-06
816,562891,562892,B0009YJ4CW,A3TRC81NJU1A54,Barbara J Reilman,1,1,3,1318896000,"Great product, but not for smart dogs!","We bought the large ball for our power-chewing 30lb cattle dog mix, and this product was AWESOME for the first two weeks. She just chewed and chewed and was happy as can be, it kept her occupied for at least an hour each treat... but then she figured out how to pop the treats out (no joke, she wedges her tooth under the edge and just eases them out), now the treats barely last 15 minutes because she just chews a bit and swallows them. They're just too expensive to give her anymore. Luckily you can still shove small bits of dog food into the center, and she still plays with the ball but that game doesn't last very long either. Great product and really durable, as long as your dog doesn't outsmart it!",2.3452707615094163e-05
179,444733,444734,B000K12HQE,A2EJD0AMNAPEFF,"Luna Lover ""Luna Lover""",4,4,5,1311638400,My sensitive APBT loves this,"I have a rescued American Pitbull terrier. She seemed to have a sensitive stomach and it also showed in her eyes and skin. She was on Science Diet when I first adopted her and a friend of mine who also has an APBT was telling me her dog had a beef allergy and that her vet told her that this was an issue in some ABPT. That is how she found Fromm. She made the switch and her dog looks great.<br /><br />I had never ordered dog food online before but I was willing to try anything to help my sweet furry pal out.<br /><br />I am glad I did.<br /><br />I was going to slowly introduce this to her diet. Wean her off Science diet and switch her on Fromm.<br /><br />She wanted none of that. She LOVES the Wisconsin duck and sweet potato. The day I opened the bag she wanted to eat from it and would not go near the Science Diet. (I don't recommend a cold switch but her actions really did show loud). Not only did she not have any noticeable upset from the sudden change in diet. She started to perk up in a way. I had not seen before. Her skin issues started to go away. Her eyes cleared up. And, she enjoys meal time.<br /><br />The other thing I like about Fromm is they are an American Company that makes all of their Pet food in America. Nothing is made outside of the USA.  This wasn't always the case, from what I understand, with the canned food. I hear this changed after the pet food scare with food made in China. The Company decided to make all of its food in America. That says a lot. And, to me means a lot.<br /><br />I highly recommend this product to all dog lovers.<br /><br />Good ingredients = healthy food = happy dog.<br /><br />All in all a great experience for my dog and for me. Delivery was prompt. The price is fair compared to other sites that offer this brand. Packaging was good.<br /><br />Please be careful when opening the packaging if you are using a knife or a box cutter. You might cut the bag when opening the box. I learned that the hard way.... Dog food everywhere.<br /><br />EEKS!<br /><br />Thank you for reading. :)",2.2533840194512107e-06
489,517648,517649,B00954NY46,A1SP3MC8WLB000,mistermom,0,0,4,1336435200,coffee to wake the dead,"Double Black Diamond is a strong cop of joe. I'm not a morning person, but this DBD coffee gets me going at 5:30 AM. The delivery was on-time. What's not to like?",2.2533840194512107e-06
1467,550975,550976,B000EMPNCE,A3JBZOWIZXLY3C,"CA  Native ""Mystery Lover""",0,0,5,1274140800,Nestle fat free hot cocoa mix,I really like Nestle non fat hot cocoa mix.It is low cal but still tastes good. I mix it with dry instant coffee and put in my  microwaved hot water. I used to buy the cocoa mix at the store and had to buy  the packets because the store didn't carry the canisters.<br />It is cheaper getting it through Amazon.com!!,2.2533840194512107e-06
1362,343563,343564,B002VBUGIM,A3UCTAQHGJ57QU,doctordog,0,0,2,1349222400,look elsewhere,product is made from corn....dogs cant digest corn so it becomes waste material.....buy dog food made without corn as the main ingredent,1.2193337560357022e-05
